"","Year","Location","Detail","Value"
"1",1998,"Auckland District","Homicide and related offences",11
"2",1998,"Auckland District","Acts intended to cause injury",2963
"3",1998,"Auckland District","Sexual assault and related offences",167
"4",1998,"Auckland District","Dangerous or negligent acts endangering persons",35
"5",1998,"Auckland District","Abduction, harassment and other related offences against a person",784
"6",1998,"Auckland District","Robbery, extortion and related offences",391
"7",1998,"Auckland District","Unlawful entry with intent/burglary, break and enter",10021
"8",1998,"Auckland District","Theft and related offences",24732
"9",1998,"Auckland District","Fraud, deception and related offences",3904
"10",1998,"Auckland District","Illicit drug offences",2639
"11",1998,"Auckland District","Prohibited and regulated weapons and explosives offences",581
"12",1998,"Auckland District","Property damage and environmental pollution",4279
"13",1998,"Auckland District","Public order offences",5002
"14",1998,"Auckland District","Offences against justice procedures, government security and government operations",1502
"15",1998,"Auckland District","Miscellaneous offences",309
"16",1999,"Auckland District","Homicide and related offences",5
"17",1999,"Auckland District","Acts intended to cause injury",2886
"18",1999,"Auckland District","Sexual assault and related offences",148
"19",1999,"Auckland District","Dangerous or negligent acts endangering persons",35
"20",1999,"Auckland District","Abduction, harassment and other related offences against a person",742
"21",1999,"Auckland District","Robbery, extortion and related offences",332
"22",1999,"Auckland District","Unlawful entry with intent/burglary, break and enter",9351
"23",1999,"Auckland District","Theft and related offences",22163
"24",1999,"Auckland District","Fraud, deception and related offences",3444
"25",1999,"Auckland District","Illicit drug offences",2508
"26",1999,"Auckland District","Prohibited and regulated weapons and explosives offences",523
"27",1999,"Auckland District","Property damage and environmental pollution",3562
"28",1999,"Auckland District","Public order offences",4833
"29",1999,"Auckland District","Offences against justice procedures, government security and government operations",1683
"30",1999,"Auckland District","Miscellaneous offences",317
"31",2000,"Auckland District","Homicide and related offences",7
"32",2000,"Auckland District","Acts intended to cause injury",2933
"33",2000,"Auckland District","Sexual assault and related offences",283
"34",2000,"Auckland District","Dangerous or negligent acts endangering persons",50
"35",2000,"Auckland District","Abduction, harassment and other related offences against a person",758
"36",2000,"Auckland District","Robbery, extortion and related offences",383
"37",2000,"Auckland District","Unlawful entry with intent/burglary, break and enter",8827
"38",2000,"Auckland District","Theft and related offences",22582
"39",2000,"Auckland District","Fraud, deception and related offences",4857
"40",2000,"Auckland District","Illicit drug offences",2383
"41",2000,"Auckland District","Prohibited and regulated weapons and explosives offences",535
"42",2000,"Auckland District","Property damage and environmental pollution",3686
"43",2000,"Auckland District","Public order offences",4752
"44",2000,"Auckland District","Offences against justice procedures, government security and government operations",1750
"45",2000,"Auckland District","Miscellaneous offences",276
"46",2001,"Auckland District","Homicide and related offences",10
"47",2001,"Auckland District","Acts intended to cause injury",3350
"48",2001,"Auckland District","Sexual assault and related offences",187
"49",2001,"Auckland District","Dangerous or negligent acts endangering persons",76
"50",2001,"Auckland District","Abduction, harassment and other related offences against a person",963
"51",2001,"Auckland District","Robbery, extortion and related offences",381
"52",2001,"Auckland District","Unlawful entry with intent/burglary, break and enter",9252
"53",2001,"Auckland District","Theft and related offences",24157
"54",2001,"Auckland District","Fraud, deception and related offences",4690
"55",2001,"Auckland District","Illicit drug offences",2282
"56",2001,"Auckland District","Prohibited and regulated weapons and explosives offences",630
"57",2001,"Auckland District","Property damage and environmental pollution",3931
"58",2001,"Auckland District","Public order offences",5694
"59",2001,"Auckland District","Offences against justice procedures, government security and government operations",1755
"60",2001,"Auckland District","Miscellaneous offences",264
"61",2002,"Auckland District","Homicide and related offences",6
"62",2002,"Auckland District","Acts intended to cause injury",3073
"63",2002,"Auckland District","Sexual assault and related offences",211
"64",2002,"Auckland District","Dangerous or negligent acts endangering persons",55
"65",2002,"Auckland District","Abduction, harassment and other related offences against a person",872
"66",2002,"Auckland District","Robbery, extortion and related offences",450
"67",2002,"Auckland District","Unlawful entry with intent/burglary, break and enter",8470
"68",2002,"Auckland District","Theft and related offences",25167
"69",2002,"Auckland District","Fraud, deception and related offences",5696
"70",2002,"Auckland District","Illicit drug offences",2427
"71",2002,"Auckland District","Prohibited and regulated weapons and explosives offences",680
"72",2002,"Auckland District","Property damage and environmental pollution",3927
"73",2002,"Auckland District","Public order offences",6219
"74",2002,"Auckland District","Offences against justice procedures, government security and government operations",1980
"75",2002,"Auckland District","Miscellaneous offences",388
"76",2003,"Auckland District","Homicide and related offences",6
"77",2003,"Auckland District","Acts intended to cause injury",3102
"78",2003,"Auckland District","Sexual assault and related offences",214
"79",2003,"Auckland District","Dangerous or negligent acts endangering persons",49
"80",2003,"Auckland District","Abduction, harassment and other related offences against a person",1081
"81",2003,"Auckland District","Robbery, extortion and related offences",584
"82",2003,"Auckland District","Unlawful entry with intent/burglary, break and enter",9412
"83",2003,"Auckland District","Theft and related offences",25006
"84",2003,"Auckland District","Fraud, deception and related offences",4690
"85",2003,"Auckland District","Illicit drug offences",2681
"86",2003,"Auckland District","Prohibited and regulated weapons and explosives offences",829
"87",2003,"Auckland District","Property damage and environmental pollution",3977
"88",2003,"Auckland District","Public order offences",6426
"89",2003,"Auckland District","Offences against justice procedures, government security and government operations",2057
"90",2003,"Auckland District","Miscellaneous offences",655
"91",2004,"Auckland District","Homicide and related offences",4
"92",2004,"Auckland District","Acts intended to cause injury",2889
"93",2004,"Auckland District","Sexual assault and related offences",196
"94",2004,"Auckland District","Dangerous or negligent acts endangering persons",38
"95",2004,"Auckland District","Abduction, harassment and other related offences against a person",917
"96",2004,"Auckland District","Robbery, extortion and related offences",519
"97",2004,"Auckland District","Unlawful entry with intent/burglary, break and enter",9286
"98",2004,"Auckland District","Theft and related offences",21604
"99",2004,"Auckland District","Fraud, deception and related offences",4319
"100",2004,"Auckland District","Illicit drug offences",2392
"101",2004,"Auckland District","Prohibited and regulated weapons and explosives offences",649
"102",2004,"Auckland District","Property damage and environmental pollution",3523
"103",2004,"Auckland District","Public order offences",5247
"104",2004,"Auckland District","Offences against justice procedures, government security and government operations",1755
"105",2004,"Auckland District","Miscellaneous offences",217
"106",2005,"Auckland District","Homicide and related offences",11
"107",2005,"Auckland District","Acts intended to cause injury",3223
"108",2005,"Auckland District","Sexual assault and related offences",221
"109",2005,"Auckland District","Dangerous or negligent acts endangering persons",30
"110",2005,"Auckland District","Abduction, harassment and other related offences against a person",940
"111",2005,"Auckland District","Robbery, extortion and related offences",468
"112",2005,"Auckland District","Unlawful entry with intent/burglary, break and enter",8872
"113",2005,"Auckland District","Theft and related offences",22624
"114",2005,"Auckland District","Fraud, deception and related offences",2377
"115",2005,"Auckland District","Illicit drug offences",2476
"116",2005,"Auckland District","Prohibited and regulated weapons and explosives offences",862
"117",2005,"Auckland District","Property damage and environmental pollution",3883
"118",2005,"Auckland District","Public order offences",4990
"119",2005,"Auckland District","Offences against justice procedures, government security and government operations",2438
"120",2005,"Auckland District","Miscellaneous offences",200
"121",2006,"Auckland District","Homicide and related offences",6
"122",2006,"Auckland District","Acts intended to cause injury",3015
"123",2006,"Auckland District","Sexual assault and related offences",296
"124",2006,"Auckland District","Dangerous or negligent acts endangering persons",49
"125",2006,"Auckland District","Abduction, harassment and other related offences against a person",955
"126",2006,"Auckland District","Robbery, extortion and related offences",663
"127",2006,"Auckland District","Unlawful entry with intent/burglary, break and enter",8748
"128",2006,"Auckland District","Theft and related offences",22764
"129",2006,"Auckland District","Fraud, deception and related offences",2679
"130",2006,"Auckland District","Illicit drug offences",2661
"131",2006,"Auckland District","Prohibited and regulated weapons and explosives offences",966
"132",2006,"Auckland District","Property damage and environmental pollution",3913
"133",2006,"Auckland District","Public order offences",4606
"134",2006,"Auckland District","Offences against justice procedures, government security and government operations",2869
"135",2006,"Auckland District","Miscellaneous offences",104
"136",2007,"Auckland District","Homicide and related offences",6
"137",2007,"Auckland District","Acts intended to cause injury",3168
"138",2007,"Auckland District","Sexual assault and related offences",297
"139",2007,"Auckland District","Dangerous or negligent acts endangering persons",59
"140",2007,"Auckland District","Abduction, harassment and other related offences against a person",1092
"141",2007,"Auckland District","Robbery, extortion and related offences",602
"142",2007,"Auckland District","Unlawful entry with intent/burglary, break and enter",8151
"143",2007,"Auckland District","Theft and related offences",24181
"144",2007,"Auckland District","Fraud, deception and related offences",3128
"145",2007,"Auckland District","Illicit drug offences",2331
"146",2007,"Auckland District","Prohibited and regulated weapons and explosives offences",766
"147",2007,"Auckland District","Property damage and environmental pollution",4974
"148",2007,"Auckland District","Public order offences",5257
"149",2007,"Auckland District","Offences against justice procedures, government security and government operations",3004
"150",2007,"Auckland District","Miscellaneous offences",171
"151",2008,"Auckland District","Homicide and related offences",8
"152",2008,"Auckland District","Acts intended to cause injury",3380
"153",2008,"Auckland District","Sexual assault and related offences",224
"154",2008,"Auckland District","Dangerous or negligent acts endangering persons",42
"155",2008,"Auckland District","Abduction, harassment and other related offences against a person",1046
"156",2008,"Auckland District","Robbery, extortion and related offences",537
"157",2008,"Auckland District","Unlawful entry with intent/burglary, break and enter",8847
"158",2008,"Auckland District","Theft and related offences",21335
"159",2008,"Auckland District","Fraud, deception and related offences",3713
"160",2008,"Auckland District","Illicit drug offences",2388
"161",2008,"Auckland District","Prohibited and regulated weapons and explosives offences",635
"162",2008,"Auckland District","Property damage and environmental pollution",4574
"163",2008,"Auckland District","Public order offences",5239
"164",2008,"Auckland District","Offences against justice procedures, government security and government operations",2747
"165",2008,"Auckland District","Miscellaneous offences",213
"166",2009,"Auckland District","Homicide and related offences",6
"167",2009,"Auckland District","Acts intended to cause injury",3591
"168",2009,"Auckland District","Sexual assault and related offences",219
"169",2009,"Auckland District","Dangerous or negligent acts endangering persons",56
"170",2009,"Auckland District","Abduction, harassment and other related offences against a person",1341
"171",2009,"Auckland District","Robbery, extortion and related offences",513
"172",2009,"Auckland District","Unlawful entry with intent/burglary, break and enter",8991
"173",2009,"Auckland District","Theft and related offences",22724
"174",2009,"Auckland District","Fraud, deception and related offences",3156
"175",2009,"Auckland District","Illicit drug offences",2338
"176",2009,"Auckland District","Prohibited and regulated weapons and explosives offences",664
"177",2009,"Auckland District","Property damage and environmental pollution",5108
"178",2009,"Auckland District","Public order offences",5299
"179",2009,"Auckland District","Offences against justice procedures, government security and government operations",2439
"180",2009,"Auckland District","Miscellaneous offences",151
"181",2010,"Auckland District","Homicide and related offences",11
"182",2010,"Auckland District","Acts intended to cause injury",3322
"183",2010,"Auckland District","Sexual assault and related offences",256
"184",2010,"Auckland District","Dangerous or negligent acts endangering persons",83
"185",2010,"Auckland District","Abduction, harassment and other related offences against a person",1200
"186",2010,"Auckland District","Robbery, extortion and related offences",456
"187",2010,"Auckland District","Unlawful entry with intent/burglary, break and enter",8909
"188",2010,"Auckland District","Theft and related offences",22213
"189",2010,"Auckland District","Fraud, deception and related offences",1437
"190",2010,"Auckland District","Illicit drug offences",1712
"191",2010,"Auckland District","Prohibited and regulated weapons and explosives offences",492
"192",2010,"Auckland District","Property damage and environmental pollution",4623
"193",2010,"Auckland District","Public order offences",4766
"194",2010,"Auckland District","Offences against justice procedures, government security and government operations",1393
"195",2010,"Auckland District","Miscellaneous offences",118
"196",2011,"Auckland District","Homicide and related offences",7
"197",2011,"Auckland District","Acts intended to cause injury",3531
"198",2011,"Auckland District","Sexual assault and related offences",272
"199",2011,"Auckland District","Dangerous or negligent acts endangering persons",104
"200",2011,"Auckland District","Abduction, harassment and other related offences against a person",1088
"201",2011,"Auckland District","Robbery, extortion and related offences",492
"202",2011,"Auckland District","Unlawful entry with intent/burglary, break and enter",9037
"203",2011,"Auckland District","Theft and related offences",25610
"204",2011,"Auckland District","Fraud, deception and related offences",1042
"205",2011,"Auckland District","Illicit drug offences",1695
"206",2011,"Auckland District","Prohibited and regulated weapons and explosives offences",518
"207",2011,"Auckland District","Property damage and environmental pollution",4935
"208",2011,"Auckland District","Public order offences",5497
"209",2011,"Auckland District","Offences against justice procedures, government security and government operations",1270
"210",2011,"Auckland District","Miscellaneous offences",122
"211",2012,"Auckland District","Homicide and related offences",4
"212",2012,"Auckland District","Acts intended to cause injury",3476
"213",2012,"Auckland District","Sexual assault and related offences",290
"214",2012,"Auckland District","Dangerous or negligent acts endangering persons",123
"215",2012,"Auckland District","Abduction, harassment and other related offences against a person",1111
"216",2012,"Auckland District","Robbery, extortion and related offences",476
"217",2012,"Auckland District","Unlawful entry with intent/burglary, break and enter",7334
"218",2012,"Auckland District","Theft and related offences",21393
"219",2012,"Auckland District","Fraud, deception and related offences",993
"220",2012,"Auckland District","Illicit drug offences",1607
"221",2012,"Auckland District","Prohibited and regulated weapons and explosives offences",463
"222",2012,"Auckland District","Property damage and environmental pollution",4255
"223",2012,"Auckland District","Public order offences",5641
"224",2012,"Auckland District","Offences against justice procedures, government security and government operations",1246
"225",2012,"Auckland District","Miscellaneous offences",110
"226",2013,"Auckland District","Homicide and related offences",6
"227",2013,"Auckland District","Acts intended to cause injury",3294
"228",2013,"Auckland District","Sexual assault and related offences",372
"229",2013,"Auckland District","Dangerous or negligent acts endangering persons",65
"230",2013,"Auckland District","Abduction, harassment and other related offences against a person",1191
"231",2013,"Auckland District","Robbery, extortion and related offences",466
"232",2013,"Auckland District","Unlawful entry with intent/burglary, break and enter",6316
"233",2013,"Auckland District","Theft and related offences",19957
"234",2013,"Auckland District","Fraud, deception and related offences",1044
"235",2013,"Auckland District","Illicit drug offences",1463
"236",2013,"Auckland District","Prohibited and regulated weapons and explosives offences",421
"237",2013,"Auckland District","Property damage and environmental pollution",4157
"238",2013,"Auckland District","Public order offences",3723
"239",2013,"Auckland District","Offences against justice procedures, government security and government operations",1164
"240",2013,"Auckland District","Miscellaneous offences",95
"241",2014,"Auckland District","Homicide and related offences",7
"242",2014,"Auckland District","Acts intended to cause injury",3135
"243",2014,"Auckland District","Sexual assault and related offences",379
"244",2014,"Auckland District","Dangerous or negligent acts endangering persons",63
"245",2014,"Auckland District","Abduction, harassment and other related offences against a person",1235
"246",2014,"Auckland District","Robbery, extortion and related offences",427
"247",2014,"Auckland District","Unlawful entry with intent/burglary, break and enter",7269
"248",2014,"Auckland District","Theft and related offences",19303
"249",2014,"Auckland District","Fraud, deception and related offences",1205
"250",2014,"Auckland District","Illicit drug offences",1438
"251",2014,"Auckland District","Prohibited and regulated weapons and explosives offences",463
"252",2014,"Auckland District","Property damage and environmental pollution",3294
"253",2014,"Auckland District","Public order offences",2540
"254",2014,"Auckland District","Offences against justice procedures, government security and government operations",1434
"255",2014,"Auckland District","Miscellaneous offences",105
"256",1998,"Waikato District","Homicide and related offences",14
"257",1998,"Waikato District","Acts intended to cause injury",2204
"258",1998,"Waikato District","Sexual assault and related offences",219
"259",1998,"Waikato District","Dangerous or negligent acts endangering persons",55
"260",1998,"Waikato District","Abduction, harassment and other related offences against a person",601
"261",1998,"Waikato District","Robbery, extortion and related offences",167
"262",1998,"Waikato District","Unlawful entry with intent/burglary, break and enter",6687
"263",1998,"Waikato District","Theft and related offences",15347
"264",1998,"Waikato District","Fraud, deception and related offences",2148
"265",1998,"Waikato District","Illicit drug offences",2423
"266",1998,"Waikato District","Prohibited and regulated weapons and explosives offences",452
"267",1998,"Waikato District","Property damage and environmental pollution",4028
"268",1998,"Waikato District","Public order offences",3085
"269",1998,"Waikato District","Offences against justice procedures, government security and government operations",1013
"270",1998,"Waikato District","Miscellaneous offences",782
"271",1999,"Waikato District","Homicide and related offences",9
"272",1999,"Waikato District","Acts intended to cause injury",2103
"273",1999,"Waikato District","Sexual assault and related offences",215
"274",1999,"Waikato District","Dangerous or negligent acts endangering persons",43
"275",1999,"Waikato District","Abduction, harassment and other related offences against a person",599
"276",1999,"Waikato District","Robbery, extortion and related offences",158
"277",1999,"Waikato District","Unlawful entry with intent/burglary, break and enter",6659
"278",1999,"Waikato District","Theft and related offences",13884
"279",1999,"Waikato District","Fraud, deception and related offences",1916
"280",1999,"Waikato District","Illicit drug offences",2165
"281",1999,"Waikato District","Prohibited and regulated weapons and explosives offences",458
"282",1999,"Waikato District","Property damage and environmental pollution",3862
"283",1999,"Waikato District","Public order offences",3062
"284",1999,"Waikato District","Offences against justice procedures, government security and government operations",1093
"285",1999,"Waikato District","Miscellaneous offences",556
"286",2000,"Waikato District","Homicide and related offences",9
"287",2000,"Waikato District","Acts intended to cause injury",2092
"288",2000,"Waikato District","Sexual assault and related offences",212
"289",2000,"Waikato District","Dangerous or negligent acts endangering persons",35
"290",2000,"Waikato District","Abduction, harassment and other related offences against a person",763
"291",2000,"Waikato District","Robbery, extortion and related offences",170
"292",2000,"Waikato District","Unlawful entry with intent/burglary, break and enter",5321
"293",2000,"Waikato District","Theft and related offences",12308
"294",2000,"Waikato District","Fraud, deception and related offences",1560
"295",2000,"Waikato District","Illicit drug offences",1985
"296",2000,"Waikato District","Prohibited and regulated weapons and explosives offences",414
"297",2000,"Waikato District","Property damage and environmental pollution",3737
"298",2000,"Waikato District","Public order offences",2633
"299",2000,"Waikato District","Offences against justice procedures, government security and government operations",1278
"300",2000,"Waikato District","Miscellaneous offences",512
"301",2001,"Waikato District","Homicide and related offences",5
"302",2001,"Waikato District","Acts intended to cause injury",2083
"303",2001,"Waikato District","Sexual assault and related offences",256
"304",2001,"Waikato District","Dangerous or negligent acts endangering persons",38
"305",2001,"Waikato District","Abduction, harassment and other related offences against a person",685
"306",2001,"Waikato District","Robbery, extortion and related offences",145
"307",2001,"Waikato District","Unlawful entry with intent/burglary, break and enter",4185
"308",2001,"Waikato District","Theft and related offences",11789
"309",2001,"Waikato District","Fraud, deception and related offences",1575
"310",2001,"Waikato District","Illicit drug offences",2837
"311",2001,"Waikato District","Prohibited and regulated weapons and explosives offences",384
"312",2001,"Waikato District","Property damage and environmental pollution",3644
"313",2001,"Waikato District","Public order offences",2614
"314",2001,"Waikato District","Offences against justice procedures, government security and government operations",1251
"315",2001,"Waikato District","Miscellaneous offences",697
"316",2002,"Waikato District","Homicide and related offences",12
"317",2002,"Waikato District","Acts intended to cause injury",2111
"318",2002,"Waikato District","Sexual assault and related offences",218
"319",2002,"Waikato District","Dangerous or negligent acts endangering persons",32
"320",2002,"Waikato District","Abduction, harassment and other related offences against a person",689
"321",2002,"Waikato District","Robbery, extortion and related offences",156
"322",2002,"Waikato District","Unlawful entry with intent/burglary, break and enter",4875
"323",2002,"Waikato District","Theft and related offences",12707
"324",2002,"Waikato District","Fraud, deception and related offences",1509
"325",2002,"Waikato District","Illicit drug offences",2329
"326",2002,"Waikato District","Prohibited and regulated weapons and explosives offences",429
"327",2002,"Waikato District","Property damage and environmental pollution",3660
"328",2002,"Waikato District","Public order offences",2258
"329",2002,"Waikato District","Offences against justice procedures, government security and government operations",1246
"330",2002,"Waikato District","Miscellaneous offences",716
"331",2003,"Waikato District","Homicide and related offences",8
"332",2003,"Waikato District","Acts intended to cause injury",2178
"333",2003,"Waikato District","Sexual assault and related offences",231
"334",2003,"Waikato District","Dangerous or negligent acts endangering persons",46
"335",2003,"Waikato District","Abduction, harassment and other related offences against a person",627
"336",2003,"Waikato District","Robbery, extortion and related offences",129
"337",2003,"Waikato District","Unlawful entry with intent/burglary, break and enter",4254
"338",2003,"Waikato District","Theft and related offences",11657
"339",2003,"Waikato District","Fraud, deception and related offences",1023
"340",2003,"Waikato District","Illicit drug offences",2235
"341",2003,"Waikato District","Prohibited and regulated weapons and explosives offences",472
"342",2003,"Waikato District","Property damage and environmental pollution",3587
"343",2003,"Waikato District","Public order offences",3055
"344",2003,"Waikato District","Offences against justice procedures, government security and government operations",1234
"345",2003,"Waikato District","Miscellaneous offences",339
"346",2004,"Waikato District","Homicide and related offences",2
"347",2004,"Waikato District","Acts intended to cause injury",2039
"348",2004,"Waikato District","Sexual assault and related offences",190
"349",2004,"Waikato District","Dangerous or negligent acts endangering persons",42
"350",2004,"Waikato District","Abduction, harassment and other related offences against a person",594
"351",2004,"Waikato District","Robbery, extortion and related offences",149
"352",2004,"Waikato District","Unlawful entry with intent/burglary, break and enter",4083
"353",2004,"Waikato District","Theft and related offences",11027
"354",2004,"Waikato District","Fraud, deception and related offences",858
"355",2004,"Waikato District","Illicit drug offences",1520
"356",2004,"Waikato District","Prohibited and regulated weapons and explosives offences",395
"357",2004,"Waikato District","Property damage and environmental pollution",3384
"358",2004,"Waikato District","Public order offences",3317
"359",2004,"Waikato District","Offences against justice procedures, government security and government operations",1335
"360",2004,"Waikato District","Miscellaneous offences",148
"361",2005,"Waikato District","Homicide and related offences",7
"362",2005,"Waikato District","Acts intended to cause injury",2254
"363",2005,"Waikato District","Sexual assault and related offences",186
"364",2005,"Waikato District","Dangerous or negligent acts endangering persons",31
"365",2005,"Waikato District","Abduction, harassment and other related offences against a person",620
"366",2005,"Waikato District","Robbery, extortion and related offences",119
"367",2005,"Waikato District","Unlawful entry with intent/burglary, break and enter",4884
"368",2005,"Waikato District","Theft and related offences",11765
"369",2005,"Waikato District","Fraud, deception and related offences",918
"370",2005,"Waikato District","Illicit drug offences",1624
"371",2005,"Waikato District","Prohibited and regulated weapons and explosives offences",520
"372",2005,"Waikato District","Property damage and environmental pollution",3887
"373",2005,"Waikato District","Public order offences",3074
"374",2005,"Waikato District","Offences against justice procedures, government security and government operations",1422
"375",2005,"Waikato District","Miscellaneous offences",124
"376",2006,"Waikato District","Homicide and related offences",3
"377",2006,"Waikato District","Acts intended to cause injury",2483
"378",2006,"Waikato District","Sexual assault and related offences",203
"379",2006,"Waikato District","Dangerous or negligent acts endangering persons",35
"380",2006,"Waikato District","Abduction, harassment and other related offences against a person",658
"381",2006,"Waikato District","Robbery, extortion and related offences",180
"382",2006,"Waikato District","Unlawful entry with intent/burglary, break and enter",6099
"383",2006,"Waikato District","Theft and related offences",12279
"384",2006,"Waikato District","Fraud, deception and related offences",979
"385",2006,"Waikato District","Illicit drug offences",1587
"386",2006,"Waikato District","Prohibited and regulated weapons and explosives offences",574
"387",2006,"Waikato District","Property damage and environmental pollution",4288
"388",2006,"Waikato District","Public order offences",3479
"389",2006,"Waikato District","Offences against justice procedures, government security and government operations",1477
"390",2006,"Waikato District","Miscellaneous offences",91
"391",2007,"Waikato District","Homicide and related offences",5
"392",2007,"Waikato District","Acts intended to cause injury",2899
"393",2007,"Waikato District","Sexual assault and related offences",191
"394",2007,"Waikato District","Dangerous or negligent acts endangering persons",41
"395",2007,"Waikato District","Abduction, harassment and other related offences against a person",750
"396",2007,"Waikato District","Robbery, extortion and related offences",235
"397",2007,"Waikato District","Unlawful entry with intent/burglary, break and enter",6180
"398",2007,"Waikato District","Theft and related offences",10949
"399",2007,"Waikato District","Fraud, deception and related offences",709
"400",2007,"Waikato District","Illicit drug offences",1605
"401",2007,"Waikato District","Prohibited and regulated weapons and explosives offences",551
"402",2007,"Waikato District","Property damage and environmental pollution",4387
"403",2007,"Waikato District","Public order offences",3200
"404",2007,"Waikato District","Offences against justice procedures, government security and government operations",1538
"405",2007,"Waikato District","Miscellaneous offences",50
"406",2008,"Waikato District","Homicide and related offences",7
"407",2008,"Waikato District","Acts intended to cause injury",3283
"408",2008,"Waikato District","Sexual assault and related offences",239
"409",2008,"Waikato District","Dangerous or negligent acts endangering persons",63
"410",2008,"Waikato District","Abduction, harassment and other related offences against a person",759
"411",2008,"Waikato District","Robbery, extortion and related offences",210
"412",2008,"Waikato District","Unlawful entry with intent/burglary, break and enter",4902
"413",2008,"Waikato District","Theft and related offences",9941
"414",2008,"Waikato District","Fraud, deception and related offences",1041
"415",2008,"Waikato District","Illicit drug offences",1727
"416",2008,"Waikato District","Prohibited and regulated weapons and explosives offences",615
"417",2008,"Waikato District","Property damage and environmental pollution",4500
"418",2008,"Waikato District","Public order offences",3092
"419",2008,"Waikato District","Offences against justice procedures, government security and government operations",1628
"420",2008,"Waikato District","Miscellaneous offences",49
"421",2009,"Waikato District","Homicide and related offences",8
"422",2009,"Waikato District","Acts intended to cause injury",3916
"423",2009,"Waikato District","Sexual assault and related offences",223
"424",2009,"Waikato District","Dangerous or negligent acts endangering persons",41
"425",2009,"Waikato District","Abduction, harassment and other related offences against a person",1104
"426",2009,"Waikato District","Robbery, extortion and related offences",233
"427",2009,"Waikato District","Unlawful entry with intent/burglary, break and enter",5746
"428",2009,"Waikato District","Theft and related offences",11113
"429",2009,"Waikato District","Fraud, deception and related offences",731
"430",2009,"Waikato District","Illicit drug offences",2183
"431",2009,"Waikato District","Prohibited and regulated weapons and explosives offences",656
"432",2009,"Waikato District","Property damage and environmental pollution",4167
"433",2009,"Waikato District","Public order offences",3385
"434",2009,"Waikato District","Offences against justice procedures, government security and government operations",1809
"435",2009,"Waikato District","Miscellaneous offences",69
"436",2010,"Waikato District","Homicide and related offences",7
"437",2010,"Waikato District","Acts intended to cause injury",3872
"438",2010,"Waikato District","Sexual assault and related offences",275
"439",2010,"Waikato District","Dangerous or negligent acts endangering persons",53
"440",2010,"Waikato District","Abduction, harassment and other related offences against a person",1133
"441",2010,"Waikato District","Robbery, extortion and related offences",225
"442",2010,"Waikato District","Unlawful entry with intent/burglary, break and enter",5281
"443",2010,"Waikato District","Theft and related offences",11002
"444",2010,"Waikato District","Fraud, deception and related offences",542
"445",2010,"Waikato District","Illicit drug offences",2107
"446",2010,"Waikato District","Prohibited and regulated weapons and explosives offences",539
"447",2010,"Waikato District","Property damage and environmental pollution",4404
"448",2010,"Waikato District","Public order offences",3464
"449",2010,"Waikato District","Offences against justice procedures, government security and government operations",1788
"450",2010,"Waikato District","Miscellaneous offences",72
"451",2011,"Waikato District","Homicide and related offences",8
"452",2011,"Waikato District","Acts intended to cause injury",3737
"453",2011,"Waikato District","Sexual assault and related offences",351
"454",2011,"Waikato District","Dangerous or negligent acts endangering persons",65
"455",2011,"Waikato District","Abduction, harassment and other related offences against a person",1113
"456",2011,"Waikato District","Robbery, extortion and related offences",214
"457",2011,"Waikato District","Unlawful entry with intent/burglary, break and enter",6077
"458",2011,"Waikato District","Theft and related offences",11143
"459",2011,"Waikato District","Fraud, deception and related offences",697
"460",2011,"Waikato District","Illicit drug offences",2053
"461",2011,"Waikato District","Prohibited and regulated weapons and explosives offences",558
"462",2011,"Waikato District","Property damage and environmental pollution",4342
"463",2011,"Waikato District","Public order offences",3358
"464",2011,"Waikato District","Offences against justice procedures, government security and government operations",1563
"465",2011,"Waikato District","Miscellaneous offences",76
"466",2012,"Waikato District","Homicide and related offences",7
"467",2012,"Waikato District","Acts intended to cause injury",3432
"468",2012,"Waikato District","Sexual assault and related offences",296
"469",2012,"Waikato District","Dangerous or negligent acts endangering persons",63
"470",2012,"Waikato District","Abduction, harassment and other related offences against a person",1019
"471",2012,"Waikato District","Robbery, extortion and related offences",166
"472",2012,"Waikato District","Unlawful entry with intent/burglary, break and enter",5740
"473",2012,"Waikato District","Theft and related offences",9422
"474",2012,"Waikato District","Fraud, deception and related offences",717
"475",2012,"Waikato District","Illicit drug offences",1865
"476",2012,"Waikato District","Prohibited and regulated weapons and explosives offences",491
"477",2012,"Waikato District","Property damage and environmental pollution",3880
"478",2012,"Waikato District","Public order offences",4103
"479",2012,"Waikato District","Offences against justice procedures, government security and government operations",1421
"480",2012,"Waikato District","Miscellaneous offences",71
"481",2013,"Waikato District","Homicide and related offences",8
"482",2013,"Waikato District","Acts intended to cause injury",3390
"483",2013,"Waikato District","Sexual assault and related offences",361
"484",2013,"Waikato District","Dangerous or negligent acts endangering persons",46
"485",2013,"Waikato District","Abduction, harassment and other related offences against a person",1050
"486",2013,"Waikato District","Robbery, extortion and related offences",165
"487",2013,"Waikato District","Unlawful entry with intent/burglary, break and enter",6046
"488",2013,"Waikato District","Theft and related offences",9993
"489",2013,"Waikato District","Fraud, deception and related offences",596
"490",2013,"Waikato District","Illicit drug offences",1288
"491",2013,"Waikato District","Prohibited and regulated weapons and explosives offences",444
"492",2013,"Waikato District","Property damage and environmental pollution",3847
"493",2013,"Waikato District","Public order offences",3671
"494",2013,"Waikato District","Offences against justice procedures, government security and government operations",1236
