"","Year","Location","Detail","Value"
"2674",2005,"Auckland District","Average_Income_from_All_Sources_collected",1365
"2675",2005,"Auckland District","Average_Income_from_All_Sources_collected",1365
"2676",2005,"Auckland District","Average_Income_from_All_Sources_collected",1365
"2677",2005,"Auckland District","Average_Income_from_All_Sources_collected",1365
"2678",2005,"Auckland District","Average_Income_from_All_Sources_collected",1365
"2679",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2680",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2681",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2682",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2683",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2684",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2685",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2686",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2687",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2688",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2689",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2690",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2691",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2692",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2693",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2694",2006,"Auckland District","Average_Income_from_All_Sources_collected",1344
"2695",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2696",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2697",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2698",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2699",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2700",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2701",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2702",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2703",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2704",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2705",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2706",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2707",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2708",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2709",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2710",2007,"Auckland District","Average_Income_from_All_Sources_collected",1425
"2711",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2712",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2713",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2714",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2715",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2716",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2717",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2718",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2719",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2720",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2721",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2722",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2723",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2724",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2725",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2726",2008,"Auckland District","Average_Income_from_All_Sources_collected",1516
"2727",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2728",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2729",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2730",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2731",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2732",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2733",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2734",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2735",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2736",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2737",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2738",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2739",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2740",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2741",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2742",2009,"Auckland District","Average_Income_from_All_Sources_collected",1466
"2743",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2744",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2745",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2746",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2747",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2748",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2749",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2750",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2751",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2752",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2753",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2754",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2755",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2756",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2757",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2758",2010,"Auckland District","Average_Income_from_All_Sources_collected",1519
"2759",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2760",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2761",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2762",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2763",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2764",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2765",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2766",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2767",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2768",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2769",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2770",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2771",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2772",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2773",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2774",2011,"Auckland District","Average_Income_from_All_Sources_collected",1600
"2775",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2776",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2777",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2778",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2779",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2780",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2781",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2782",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2783",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2784",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2785",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2786",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2787",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2788",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2789",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2790",2012,"Auckland District","Average_Income_from_All_Sources_collected",1656
"2791",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2792",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2793",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2794",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2795",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2796",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2797",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2798",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2799",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2800",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2801",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2802",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2803",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2804",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2805",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2806",2013,"Auckland District","Average_Income_from_All_Sources_collected",1661
"2807",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2808",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2809",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2810",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2811",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2812",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2813",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2814",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2815",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2816",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2817",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2818",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2819",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2820",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2821",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2822",2014,"Auckland District","Average_Income_from_All_Sources_collected",1766
"2823",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2824",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2825",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2826",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2827",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2828",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2829",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2830",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2831",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2832",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2833",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2834",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2835",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2836",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2837",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2838",1998,"Waikato District","Average_Income_from_All_Sources_collected",864
"2839",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2840",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2841",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2842",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2843",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2844",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2845",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2846",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2847",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2848",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2849",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2850",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2851",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2852",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2853",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2854",1999,"Waikato District","Average_Income_from_All_Sources_collected",839
"2855",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2856",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2857",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2858",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2859",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2860",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2861",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2862",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2863",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2864",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2865",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2866",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2867",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2868",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2869",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2870",2000,"Waikato District","Average_Income_from_All_Sources_collected",892
"2871",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2872",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2873",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2874",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2875",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2876",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2877",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2878",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2879",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2880",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2881",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2882",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2883",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2884",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2885",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2886",2001,"Waikato District","Average_Income_from_All_Sources_collected",921
"2887",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2888",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2889",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2890",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2891",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2892",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2893",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2894",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2895",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2896",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2897",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2898",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2899",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2900",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2901",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2902",2002,"Waikato District","Average_Income_from_All_Sources_collected",999
"2903",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2904",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2905",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2906",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2907",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2908",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2909",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2910",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2911",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2912",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2913",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2914",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2915",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2916",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2917",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2918",2003,"Waikato District","Average_Income_from_All_Sources_collected",1017
"2919",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2920",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2921",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2922",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2923",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2924",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2925",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2926",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2927",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2928",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2929",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2930",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2931",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2932",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2933",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2934",2004,"Waikato District","Average_Income_from_All_Sources_collected",1081
"2935",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2936",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2937",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2938",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2939",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2940",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2941",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2942",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2943",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2944",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2945",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2946",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2947",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2948",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2949",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2950",2005,"Waikato District","Average_Income_from_All_Sources_collected",1141
"2951",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2952",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2953",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2954",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2955",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2956",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2957",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2958",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2959",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2960",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2961",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2962",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2963",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2964",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2965",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2966",2006,"Waikato District","Average_Income_from_All_Sources_collected",1192
"2967",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2968",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2969",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2970",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2971",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2972",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2973",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2974",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2975",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2976",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2977",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2978",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2979",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2980",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2981",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2982",2007,"Waikato District","Average_Income_from_All_Sources_collected",1300
"2983",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2984",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2985",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2986",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2987",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2988",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2989",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2990",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2991",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2992",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2993",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2994",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2995",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2996",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2997",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2998",2008,"Waikato District","Average_Income_from_All_Sources_collected",1313
"2999",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3000",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3001",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3002",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3003",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3004",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3005",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3006",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3007",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3008",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3009",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3010",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3011",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3012",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3013",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3014",2009,"Waikato District","Average_Income_from_All_Sources_collected",1342
"3015",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3016",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3017",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3018",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3019",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3020",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3021",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3022",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3023",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3024",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3025",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3026",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3027",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3028",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3029",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3030",2010,"Waikato District","Average_Income_from_All_Sources_collected",1308
"3031",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3032",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3033",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3034",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3035",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3036",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3037",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3038",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3039",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3040",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3041",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3042",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3043",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3044",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3045",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3046",2011,"Waikato District","Average_Income_from_All_Sources_collected",1368
"3047",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3048",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3049",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3050",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3051",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3052",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3053",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3054",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3055",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3056",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3057",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3058",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3059",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3060",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3061",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3062",2012,"Waikato District","Average_Income_from_All_Sources_collected",1499
"3063",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3064",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3065",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3066",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3067",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3068",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3069",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3070",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3071",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3072",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3073",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3074",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3075",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3076",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3077",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3078",2013,"Waikato District","Average_Income_from_All_Sources_collected",1428
"3079",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3080",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3081",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3082",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3083",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3084",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3085",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
"3086",2014,"Waikato District","Average_Income_from_All_Sources_collected",1414
